INSERT INTO possui (codigoEMecIES, codigoEMecCurso, quantidade) VALUES
(29, 1185, 334),
(29, 1322, 334),
(29, 1219, 334),
(29, 1362, 334),
(29, 1262, 334),
(29, 1148, 334),
(29, 1141, 334),
(29, 1047, 334),
(29, 1315, 334),
(29, 1067, 334),
(29, 1081, 334),
(29, 1236, 334),
(29, 1152, 334),
(29, 1333, 334),
(29, 1215, 334),
(29, 1222, 334),
(29, 1019, 334),
(29, 1331, 334),
(29, 1198, 334),
(29, 1311, 334),
(29, 1190, 334),
(29, 1008, 334),
(29, 1032, 334),
(29, 1071, 334),
(29, 1372, 334),
(29, 1001, 334),
(29, 1223, 334),
(29, 1087, 334),
(29, 1287, 334),
(29, 1108, 334),
(29, 1275, 334),
(29, 1146, 334),
(29, 1040, 334),
(29, 1174, 334),
(29, 1182, 334),
(29, 1109, 334),
(29, 1020, 334),
(29, 1122, 334),
(29, 1184, 334),
(29, 1128, 334),
(29, 1214, 334),
(29, 1281, 334),
(29, 1030, 334),
(29, 1349, 334),
(29, 1245, 334),
(29, 1195, 334),
(29, 1341, 334),
(29, 1297, 334),
(29, 1167, 334),
(29, 1117, 334),
(29, 1145, 334),
(29, 1282, 334),
(29, 1254, 334),
(29, 1338, 334),
(29, 1258, 334),
(29, 1151, 334),
(29, 1340, 334),
(29, 1199, 334),
(29, 1257, 334),
(29, 1013, 334),
(29, 1009, 334),
(29, 1186, 334),
(29, 1191, 334),
(29, 1104, 334),
(29, 1319, 334),
(29, 1317, 334),
(29, 1042, 334),
(29, 1012, 334),
(29, 1276, 334),
(29, 1302, 334),
(29, 1165, 334),
(29, 1070, 334),
(29, 1178, 334),
(29, 1093, 334),
(29, 1208, 334),
(29, 1049, 334),
(29, 1373, 334),
(29, 1224, 334),
(29, 1369, 334),
(29, 1066, 334),
(29, 1134, 334),
(29, 1110, 334),
(29, 1077, 334),
(29, 1273, 334),
(29, 1366, 334),
(29, 1169, 334),
(29, 1359, 334),
(29, 1332, 334),
(29, 1131, 334),
(29, 1355, 334),
(29, 1024, 334),
(29, 1347, 334),
(29, 1037, 334),
(29, 1210, 334),
(29, 1039, 334),
(29, 1303, 334),
(29, 1337, 334),
(29, 1323, 334),
(29, 1149, 334),
(29, 1156, 334),
(29, 1320, 334),
(29, 1377, 334),
(29, 1179, 334),
(29, 1229, 334),
(29, 1328, 334),
(29, 1196, 334),
(29, 1324, 334),
(29, 1247, 334),
(29, 1061, 334),
(29, 1225, 334),
(29, 1374, 334),
(29, 1252, 334),
(29, 1283, 334),
(29, 1365, 334),
(29, 1127, 334),
(29, 1177, 334),
(29, 1033, 334),
(29, 1344, 334),
(29, 1126, 334),
(29, 1218, 334),
(29, 1285, 334),
(29, 1022, 334),
(29, 1125, 334),
(29, 1235, 334),
(29, 1379, 334),
(29, 1234, 334),
(29, 1375, 334),
(29, 1159, 334),
(29, 1342, 334),
(29, 1351, 334),
(29, 1031, 334),
(29, 1216, 334),
(29, 1260, 334),
(29, 1163, 334),
(29, 1028, 334),
(29, 1063, 334),
(29, 1279, 334),
(29, 1101, 334),
(29, 1105, 334),
(29, 1263, 334),
(29, 1010, 334),
(29, 1353, 334),
(29, 1006, 334),
(29, 1085, 334),
(29, 1111, 334),
(29, 1307, 334),
(29, 1119, 334),
(29, 1312, 334),
(29, 1107, 334),
(29, 1248, 334),
(29, 1346, 334),
(29, 1241, 334),
(29, 1099, 334),
(29, 1176, 334),
(29, 1113, 334),
(29, 1068, 334),
(29, 1078, 334),
(29, 1288, 334),
(29, 1244, 334),
(29, 1329, 334),
(29, 1251, 334),
(29, 1106, 334),
(30, 1334, 306),
(30, 1338, 306),
(30, 1061, 306),
(30, 1292, 306),
(30, 1086, 306),
(30, 1193, 306),
(30, 1276, 306),
(30, 1029, 306),
(30, 1032, 306),
(30, 1123, 306),
(30, 1128, 306),
(30, 1352, 306),
(30, 1377, 306),
(30, 1332, 306),
(30, 1055, 306),
(30, 1105, 306),
(30, 1376, 306),
(30, 1210, 306),
(30, 1240, 306),
(30, 1357, 306),
(30, 1040, 306),
(30, 1304, 306),
(30, 1057, 306),
(30, 1044, 306),
(30, 1239, 306),
(30, 1374, 306),
(30, 1080, 306),
(30, 1197, 306),
(30, 1156, 306),
(30, 1085, 306),
(30, 1019, 306),
(30, 1110, 306),
(30, 1069, 306),
(30, 1076, 306),
(30, 1131, 306),
(30, 1146, 306),
(30, 1243, 306),
(30, 1028, 306),
(30, 1360, 306),
(30, 1039, 306),
(30, 1103, 306),
(30, 1130, 306),
(30, 1354, 306),
(30, 1048, 306),
(30, 1047, 306),
(30, 1154, 306),
(30, 1150, 306),
(30, 1246, 306),
(30, 1220, 306),
(30, 1251, 306),
(30, 1247, 306),
(30, 1249, 306),
(30, 1170, 306),
(30, 1301, 306),
(30, 1383, 306),
(30, 1257, 306),
(30, 1196, 306),
(30, 1369, 306),
(30, 1041, 306),
(30, 1027, 306),
(30, 1229, 306),
(30, 1203, 306),
(30, 1361, 306),
(30, 1038, 306),
(30, 1322, 306),
(30, 1067, 306),
(30, 1117, 306),
(30, 1104, 306),
(30, 1022, 306),
(30, 1115, 306),
(30, 1319, 306),
(30, 1175, 306),
(30, 1149, 306),
(30, 1375, 306),
(30, 1355, 306),
(30, 1234, 306),
(30, 1320, 306),
(30, 1241, 306),
(30, 1053, 306),
(30, 1286, 306),
(30, 1087, 306),
(30, 1098, 306),
(30, 1063, 306),
(30, 1159, 306),
(30, 1209, 306),
(30, 1008, 306),
(30, 1157, 306),
(30, 1124, 306),
(30, 1102, 306),
(30, 1381, 306),
(30, 1343, 306),
(30, 1237, 306),
(30, 1107, 306),
(30, 1056, 306),
(30, 1345, 306),
(30, 1305, 306),
(30, 1316, 306),
(30, 1068, 306),
(30, 1194, 306),
(30, 1139, 306),
(30, 1259, 306),
(30, 1350, 306),
(30, 1075, 306),
(30, 1267, 306),
(30, 1192, 306),
(30, 1378, 306),
(30, 1161, 306),
(30, 1083, 306),
(30, 1183, 306),
(30, 1359, 306),
(30, 1236, 306),
(30, 1089, 306),
(30, 1177, 306),
(30, 1171, 306),
(30, 1046, 306),
(30, 1273, 306),
(30, 1317, 306),
(30, 1261, 306),
(30, 1078, 306),
(30, 1000, 306),
(30, 1065, 306),
(30, 1206, 306),
(30, 1265, 306),
(30, 1013, 306),
(30, 1167, 306),
(30, 1016, 306),
(30, 1017, 306),
(30, 1222, 306),
(30, 1021, 306),
(30, 1331, 306),
(30, 1084, 306),
(30, 1014, 306),
(30, 1253, 306),
(30, 1127, 306),
(30, 1071, 306),
(30, 1211, 306),
(30, 1113, 306),
(30, 1344, 306),
(30, 1214, 306),
(30, 1002, 306),
(30, 1308, 306),
(30, 1036, 306),
(30, 1353, 306),
(30, 1138, 306),
(30, 1060, 306),
(30, 1054, 306),
(30, 1018, 306),
(30, 1182, 306),
(30, 1342, 306),
(30, 1142, 306),
(30, 1100, 306),
(30, 1001, 306),
(30, 1064, 306),
(30, 1293, 306),
(30, 1299, 306),
(30, 1278, 306),
(30, 1324, 306),
(30, 1181, 306),
(30, 1307, 306),
(30, 1199, 306),
(30, 1006, 306),
(30, 1173, 306),
(30, 1336, 306),
(30, 1116, 306),
(30, 1195, 306),
(30, 1112, 306),
(30, 1184, 306),
(30, 1245, 306),
(30, 1309, 306),
(30, 1108, 306),
(30, 1153, 306),
(30, 1382, 306),
(30, 1126, 306),
(30, 1207, 306),
(30, 1109, 306),
(30, 1178, 306),
(30, 1366, 306),
(30, 1248, 306),
(30, 1368, 306),
(30, 1205, 306),
(30, 1327, 306),
(30, 1217, 306),
(30, 1216, 306),
(30, 1271, 306),
(30, 1298, 306),
(30, 1140, 306),
(30, 1088, 306),
(30, 1201, 306),
(30, 1215, 306),
(30, 1077, 306),
(30, 1266, 306),
(30, 1062, 306),
(30, 1272, 306),
(30, 1081, 306),
(30, 1091, 306),
(30, 1321, 306),
(30, 1190, 306),
(30, 1363, 306),
(30, 1111, 306),
(30, 1280, 306),
(30, 1073, 306),
(30, 1059, 306),
(30, 1158, 306),
(30, 1092, 306),
(30, 1095, 306),
(30, 1145, 306),
(30, 1362, 306),
(30, 1255, 306),
(30, 1224, 306),
(30, 1094, 306),
(30, 1119, 306),
(30, 1347, 306),
(30, 1121, 306),
(30, 1168, 306),
(30, 1030, 306),
(30, 1174, 306),
(30, 1050, 306),
(30, 1263, 306),
(30, 1004, 306),
(30, 1137, 306),
(30, 1212, 306),
(30, 1090, 306),
(30, 1179, 306),
(30, 1330, 306),
(30, 1049, 306),
(30, 1099, 306),
(30, 1310, 306),
(30, 1009, 306),
(30, 1275, 306),
(30, 1341, 306),
(30, 1015, 306),
(30, 1031, 306),
(30, 1020, 306),
(30, 1227, 306),
(30, 1370, 306),
(30, 1160, 306),
(30, 1295, 306),
(30, 1235, 306),
(30, 1226, 306),
(30, 1166, 306),
(30, 1134, 306),
(30, 1101, 306),
(30, 1367, 306),
(30, 1172, 306),
(30, 1279, 306),
(30, 1169, 306),
(30, 1288, 306),
(30, 1165, 306),
(30, 1269, 306),
(30, 1315, 306),
(30, 1079, 306),
(30, 1218, 306),
(30, 1351, 306),
(30, 1007, 306),
(30, 1291, 306),
(30, 1096, 306),
(30, 1379, 306),
(30, 1187, 306),
(30, 1051, 306),
(30, 1011, 306),
(30, 1058, 306),
(30, 1270, 306),
(30, 1238, 306),
(30, 1323, 306),
(30, 1122, 306),
(30, 1133, 306),
(30, 1230, 306),
(30, 1333, 306),
(30, 1274, 306),
(30, 1037, 306),
(30, 1264, 306),
(30, 1176, 306),
(30, 1023, 306),
(30, 1232, 306),
(30, 1281, 306),
(30, 1066, 306),
(30, 1132, 306),
(30, 1144, 306),
(30, 1282, 306),
(30, 1005, 306),
(30, 1097, 306),
(30, 1043, 306),
(30, 1120, 306),
(30, 1318, 306),
(30, 1213, 306),
(30, 1135, 306),
(30, 1221, 306),
(30, 1313, 306),
(30, 1152, 306),
(30, 1325, 306),
(30, 1289, 306),
(30, 1312, 306),
(30, 1328, 306),
(30, 1260, 306),
(30, 1024, 306),
(30, 1208, 306),
(30, 1026, 306),
(30, 1200, 306),
(30, 1314, 306),
(30, 1155, 306),
(30, 1074, 306),
(30, 1285, 306),
(30, 1231, 306),
(30, 1162, 306),
(30, 1335, 306),
(30, 1256, 306),
(31, 1156, 46),
(31, 1305, 46),
(31, 1071, 46),
(31, 1203, 46),
(31, 1364, 46),
(31, 1170, 46),
(31, 1192, 46),
(31, 1277, 46),
(31, 1110, 46),
(31, 1074, 46),
(31, 1147, 46),
(31, 1042, 46),
(31, 1017, 46),
(31, 1154, 46),
(31, 1316, 46),
(31, 1204, 46),
(31, 1020, 46),
(31, 1292, 46),
(31, 1060, 46),
(31, 1252, 46),
(31, 1086, 46),
(31, 1352, 46),
(31, 1341, 46),
(31, 1149, 46),
(31, 1013, 46),
(31, 1122, 46),
(31, 1129, 46),
(31, 1082, 46),
(31, 1320, 46),
(31, 1262, 46),
(31, 1335, 46),
(31, 1230, 46),
(31, 1054, 46),
(31, 1051, 46),
(31, 1143, 46),
(31, 1354, 46),
(31, 1157, 46),
(31, 1090, 46),
(31, 1059, 46),
(31, 1007, 46),
(31, 1381, 46),
(31, 1088, 46),
(31, 1039, 46),
(31, 1047, 46),
(31, 1072, 46),
(31, 1207, 46),
(32, 1307, 330),
(32, 1084, 330),
(32, 1255, 330),
(32, 1264, 330),
(32, 1218, 330),
(32, 1306, 330),
(32, 1326, 330),
(32, 1324, 330),
(32, 1143, 330),
(32, 1190, 330),
(32, 1154, 330),
(32, 1193, 330),
(32, 1377, 330),
(32, 1206, 330),
(32, 1225, 330),
(32, 1236, 330),
(32, 1376, 330),
(32, 1262, 330),
(32, 1340, 330),
(32, 1367, 330),
(32, 1352, 330),
(32, 1370, 330),
(32, 1253, 330),
(32, 1310, 330),
(32, 1248, 330),
(32, 1318, 330),
(32, 1066, 330),
(32, 1197, 330),
(32, 1334, 330),
(32, 1345, 330),
(32, 1309, 330),
(32, 1231, 330),
(32, 1145, 330),
(32, 1133, 330),
(32, 1226, 330),
(32, 1360, 330),
(32, 1344, 330),
(32, 1165, 330),
(32, 1354, 330),
(32, 1053, 330),
(32, 1060, 330),
(32, 1312, 330),
(32, 1120, 330),
(32, 1094, 330),
(32, 1073, 330),
(32, 1224, 330),
(32, 1315, 330),
(32, 1295, 330),
(32, 1180, 330),
(32, 1047, 330),
(32, 1350, 330),
(32, 1128, 330),
(32, 1093, 330),
(32, 1247, 330),
(32, 1284, 330),
(32, 1141, 330),
(32, 1044, 330),
(32, 1353, 330),
(32, 1301, 330),
(32, 1341, 330),
(32, 1166, 330),
(32, 1088, 330),
(32, 1233, 330),
(32, 1240, 330),
(32, 1119, 330),
(32, 1268, 330),
(32, 1212, 330),
(32, 1222, 330),
(32, 1169, 330),
(32, 1242, 330),
(32, 1122, 330),
(32, 1002, 330),
(32, 1138, 330),
(32, 1261, 330),
(32, 1080, 330),
(32, 1292, 330),
(32, 1130, 330),
(32, 1365, 330),
(32, 1085, 330),
(32, 1338, 330),
(32, 1297, 330),
(32, 1265, 330),
(32, 1124, 330),
(32, 1235, 330),
(32, 1373, 330),
(32, 1311, 330),
(32, 1107, 330),
(32, 1266, 330),
(32, 1054, 330),
(32, 1017, 330),
(32, 1090, 330),
(32, 1316, 330),
(32, 1263, 330),
(32, 1007, 330),
(32, 1048, 330),
(32, 1118, 330),
(32, 1349, 330),
(32, 1319, 330),
(32, 1061, 330),
(32, 1114, 330),
(32, 1220, 330),
(32, 1185, 330),
(32, 1063, 330),
(32, 1288, 330),
(32, 1000, 330),
(32, 1083, 330),
(32, 1050, 330),
(32, 1276, 330),
(32, 1249, 330),
(32, 1300, 330),
(32, 1079, 330),
(32, 1171, 330),
(32, 1091, 330),
(32, 1282, 330),
(32, 1356, 330),
(32, 1110, 330),
(32, 1291, 330),
(32, 1068, 330),
(32, 1317, 330),
(32, 1207, 330),
(32, 1086, 330),
(32, 1355, 330),
(32, 1001, 330),
(32, 1026, 330),
(32, 1057, 330),
(32, 1022, 330),
(32, 1213, 330),
(32, 1097, 330),
(32, 1199, 330),
(32, 1065, 330),
(32, 1243, 330),
(32, 1095, 330),
(32, 1149, 330),
(32, 1221, 330),
(32, 1147, 330),
(32, 1036, 330),
(32, 1283, 330),
(32, 1289, 330),
(32, 1160, 330),
(32, 1144, 330),
(32, 1234, 330),
(32, 1257, 330),
(32, 1205, 330),
(32, 1151, 330),
(32, 1238, 330),
(32, 1332, 330),
(32, 1358, 330),
(32, 1293, 330),
(32, 1361, 330),
(32, 1342, 330),
(32, 1327, 330),
(32, 1137, 330),
(32, 1101, 330),
(32, 1132, 330),
(32, 1172, 330),
(32, 1015, 330),
(32, 1139, 330),
(32, 1209, 330),
(32, 1192, 330),
(32, 1252, 330),
(32, 1366, 330),
(32, 1290, 330),
(32, 1267, 330),
(32, 1116, 330),
(32, 1041, 330),
(32, 1031, 330),
(32, 1270, 330),
(32, 1251, 330),
(32, 1052, 330),
(32, 1023, 330),
(32, 1178, 330),
(32, 1105, 330),
(32, 1299, 330),
(32, 1123, 330),
(32, 1208, 330),
(32, 1273, 330),
(32, 1069, 330),
(32, 1260, 330),
(32, 1203, 330),
(32, 1163, 330),
(32, 1347, 330),
(32, 1174, 330),
(32, 1013, 330),
(32, 1179, 330),
(32, 1303, 330),
(32, 1004, 330),
(32, 1039, 330),
(32, 1030, 330),
(32, 1237, 330),
(32, 1121, 330),
(32, 1125, 330),
(32, 1187, 330),
(32, 1003, 330),
(32, 1204, 330),
(32, 1337, 330),
(32, 1037, 330),
(32, 1156, 330),
(32, 1038, 330),
(32, 1055, 330),
(32, 1371, 330),
(32, 1369, 330),
(32, 1056, 330),
(32, 1152, 330),
(32, 1148, 330),
(32, 1142, 330),
(32, 1217, 330),
(32, 1076, 330),
(32, 1357, 330),
(32, 1274, 330),
(32, 1296, 330),
(32, 1313, 330),
(32, 1016, 330),
(32, 1198, 330),
(32, 1077, 330),
(32, 1025, 330),
(32, 1009, 330),
(32, 1210, 330),
(32, 1383, 330),
(32, 1098, 330),
(32, 1027, 330),
(32, 1223, 330),
(32, 1058, 330),
(32, 1035, 330),
(32, 1043, 330),
(32, 1339, 330),
(32, 1113, 330),
(32, 1136, 330),
(32, 1328, 330),
(32, 1329, 330),
(32, 1157, 330),
(32, 1351, 330),
(32, 1181, 330),
(32, 1188, 330),
(32, 1140, 330),
(32, 1298, 330),
(32, 1071, 330),
(32, 1019, 330),
(32, 1162, 330),
(32, 1259, 330),
(32, 1346, 330),
(32, 1021, 330),
(32, 1042, 330),
(32, 1372, 330),
(32, 1200, 330),
(32, 1012, 330),
(32, 1029, 330),
(32, 1201, 330),
(32, 1285, 330),
(32, 1269, 330),
(32, 1230, 330),
(32, 1379, 330),
(32, 1380, 330),
(32, 1195, 330),
(32, 1176, 330),
(32, 1126, 330),
(32, 1325, 330),
(32, 1074, 330),
(32, 1277, 330),
(32, 1064, 330),
(32, 1215, 330),
(32, 1059, 330),
(32, 1183, 330),
(32, 1033, 330),
(32, 1196, 330),
(32, 1014, 330),
(32, 1102, 330),
(32, 1271, 330),
(32, 1155, 330),
(32, 1092, 330),
(32, 1067, 330),
(32, 1364, 330),
(32, 1005, 330),
(32, 1167, 330),
(32, 1381, 330),
(32, 1170, 330),
(32, 1089, 330),
(32, 1158, 330),
(32, 1108, 330),
(32, 1227, 330),
(32, 1216, 330),
(32, 1348, 330),
(32, 1131, 330),
(32, 1374, 330),
(32, 1129, 330),
(32, 1062, 330),
(32, 1150, 330),
(32, 1333, 330),
(32, 1368, 330),
(32, 1343, 330),
(32, 1304, 330),
(32, 1254, 330),
(32, 1008, 330),
(32, 1286, 330),
(32, 1104, 330),
(32, 1020, 330),
(32, 1211, 330),
(32, 1106, 330),
(32, 1159, 330),
(32, 1051, 330),
(32, 1177, 330),
(32, 1275, 330),
(32, 1305, 330),
(32, 1075, 330),
(32, 1011, 330),
(32, 1228, 330),
(32, 1096, 330),
(32, 1024, 330),
(32, 1363, 330),
(32, 1219, 330),
(32, 1362, 330),
(32, 1302, 330),
(32, 1175, 330),
(32, 1109, 330),
(32, 1135, 330),
(32, 1229, 330),
(32, 1378, 330),
(32, 1245, 330),
(32, 1111, 330),
(32, 1308, 330),
(32, 1322, 330),
(32, 1194, 330),
(32, 1189, 330),
(32, 1164, 330),
(32, 1320, 330),
(32, 1028, 330),
(32, 1330, 330),
(32, 1046, 330),
(32, 1103, 330),
(32, 1241, 330),
(32, 1173, 330),
(33, 1241, 350),
(33, 1144, 350),
(33, 1345, 350),
(33, 1092, 350),
(33, 1099, 350),
(33, 1043, 350),
(33, 1320, 350),
(33, 1097, 350),
(33, 1061, 350),
(33, 1033, 350),
(33, 1274, 350),
(33, 1237, 350),
(33, 1290, 350),
(33, 1080, 350),
(33, 1335, 350),
(33, 1148, 350),
(33, 1119, 350),
(33, 1379, 350),
(33, 1047, 350),
(33, 1185, 350),
(33, 1016, 350),
(33, 1104, 350),
(33, 1105, 350),
(33, 1029, 350),
(33, 1372, 350),
(33, 1156, 350),
(33, 1282, 350),
(33, 1214, 350),
(33, 1261, 350),
(33, 1072, 350),
(33, 1211, 350),
(33, 1132, 350),
(33, 1208, 350),
(33, 1046, 350),
(33, 1354, 350),
(33, 1147, 350),
(33, 1325, 350),
(33, 1192, 350),
(33, 1154, 350),
(33, 1126, 350),
(33, 1326, 350),
(33, 1218, 350),
(33, 1040, 350),
(33, 1348, 350),
(33, 1036, 350),
(33, 1160, 350),
(33, 1240, 350),
(33, 1007, 350),
(33, 1370, 350),
(33, 1339, 350),
(33, 1006, 350),
(33, 1328, 350),
(33, 1292, 350),
(33, 1304, 350),
(33, 1276, 350),
(33, 1350, 350),
(33, 1227, 350),
(33, 1050, 350),
(33, 1307, 350),
(33, 1245, 350),
(33, 1018, 350),
(33, 1196, 350),
(33, 1248, 350),
(33, 1157, 350),
(33, 1207, 350),
(33, 1137, 350),
(33, 1352, 350),
(33, 1342, 350),
(33, 1302, 350),
(33, 1312, 350),
(33, 1226, 350),
(33, 1336, 350),
(33, 1190, 350),
(33, 1135, 350),
(33, 1085, 350),
(33, 1333, 350),
(33, 1233, 350),
(33, 1221, 350),
(33, 1230, 350),
(33, 1193, 350),
(33, 1004, 350),
(33, 1172, 350),
(33, 1011, 350),
(33, 1358, 350),
(33, 1108, 350),
(33, 1060, 350),
(33, 1319, 350),
(33, 1098, 350),
(33, 1062, 350),
(33, 1222, 350),
(33, 1178, 350),
(33, 1039, 350),
(33, 1383, 350),
(33, 1301, 350),
(33, 1175, 350),
(33, 1005, 350),
(33, 1130, 350),
(33, 1281, 350),
(33, 1180, 350),
(33, 1357, 350),
(33, 1053, 350),
(33, 1253, 350),
(33, 1140, 350),
(33, 1015, 350),
(33, 1189, 350),
(33, 1170, 350),
(33, 1341, 350),
(33, 1364, 350),
(33, 1361, 350),
(33, 1095, 350),
(33, 1079, 350),
(33, 1133, 350),
(33, 1120, 350),
(33, 1256, 350),
(33, 1306, 350),
(33, 1246, 350),
(33, 1293, 350),
(33, 1083, 350),
(33, 1074, 350),
(33, 1271, 350),
(33, 1066, 350),
(33, 1155, 350),
(33, 1141, 350),
(33, 1057, 350),
(33, 1049, 350),
(33, 1343, 350),
(33, 1171, 350),
(33, 1303, 350),
(33, 1191, 350),
(33, 1014, 350),
(33, 1317, 350),
(33, 1338, 350),
(33, 1002, 350),
(33, 1200, 350),
(33, 1297, 350),
(33, 1019, 350),
(33, 1225, 350),
(33, 1142, 350),
(33, 1368, 350),
(33, 1161, 350),
(33, 1122, 350),
(33, 1340, 350),
(33, 1048, 350),
(33, 1071, 350),
(33, 1003, 350),
(33, 1032, 350),
(33, 1323, 350),
(33, 1166, 350),
(33, 1111, 350),
(33, 1318, 350),
(33, 1363, 350),
(33, 1260, 350),
(33, 1217, 350),
(33, 1186, 350),
(33, 1045, 350),
(33, 1272, 350),
(33, 1012, 350),
(33, 1020, 350),
(33, 1380, 350),
(33, 1068, 350),
(33, 1250, 350),
(33, 1025, 350),
(33, 1369, 350),
(33, 1027, 350),
(33, 1284, 350),
(33, 1164, 350),
(33, 1187, 350),
(33, 1298, 350),
(33, 1082, 350),
(33, 1239, 350),
(33, 1042, 350),
(33, 1184, 350),
(33, 1375, 350),
(33, 1263, 350),
(33, 1334, 350),
(33, 1067, 350),
(33, 1268, 350),
(33, 1069, 350),
(33, 1324, 350),
(33, 1030, 350),
(33, 1109, 350),
(33, 1322, 350),
(33, 1093, 350),
(33, 1136, 350),
(33, 1346, 350),
(33, 1309, 350),
(33, 1365, 350),
(33, 1176, 350),
(33, 1229, 350),
(33, 1269, 350),
(33, 1247, 350),
(33, 1103, 350),
(33, 1001, 350),
(33, 1329, 350),
(33, 1327, 350),
(33, 1063, 350),
(33, 1360, 350),
(33, 1205, 350),
(33, 1279, 350),
(33, 1310, 350),
(33, 1070, 350),
(33, 1179, 350),
(33, 1201, 350),
(33, 1349, 350),
(33, 1195, 350),
(33, 1209, 350),
(33, 1013, 350),
(33, 1153, 350),
(33, 1362, 350),
(33, 1249, 350),
(33, 1101, 350),
(33, 1202, 350),
(33, 1285, 350),
(33, 1091, 350),
(33, 1117, 350),
(33, 1116, 350),
(33, 1321, 350),
(33, 1073, 350),
(33, 1220, 350),
(33, 1112, 350),
(33, 1287, 350),
(33, 1314, 350),
(33, 1270, 350),
(33, 1289, 350),
(33, 1054, 350),
(33, 1257, 350),
(33, 1139, 350),
(33, 1198, 350),
(33, 1138, 350),
(33, 1127, 350),
(33, 1064, 350),
(33, 1351, 350),
(33, 1041, 350),
(33, 1213, 350),
(33, 1203, 350),
(33, 1134, 350),
(33, 1035, 350),
(33, 1359, 350),
(33, 1330, 350),
(33, 1034, 350),
(33, 1265, 350),
(33, 1331, 350),
(33, 1128, 350),
(33, 1183, 350),
(33, 1088, 350),
(33, 1052, 350),
(33, 1199, 350),
(33, 1264, 350),
(33, 1008, 350),
(33, 1021, 350),
(33, 1215, 350),
(33, 1252, 350),
(33, 1113, 350),
(33, 1169, 350),
(33, 1090, 350),
(33, 1311, 350),
(33, 1167, 350),
(33, 1300, 350),
(33, 1094, 350),
(33, 1163, 350),
(33, 1181, 350),
(33, 1010, 350),
(33, 1258, 350),
(33, 1151, 350),
(33, 1275, 350),
(33, 1115, 350),
(33, 1051, 350),
(33, 1165, 350),
(33, 1056, 350),
(33, 1121, 350),
(33, 1159, 350),
(33, 1023, 350),
(33, 1076, 350),
(33, 1273, 350),
(33, 1313, 350),
(33, 1124, 350),
(33, 1009, 350),
(33, 1107, 350),
(33, 1059, 350),
(33, 1055, 350),
(33, 1168, 350),
(33, 1305, 350),
(33, 1235, 350),
(33, 1084, 350),
(33, 1377, 350),
(33, 1371, 350),
(33, 1254, 350),
(33, 1210, 350),
(33, 1197, 350),
(33, 1353, 350),
(33, 1044, 350),
(33, 1145, 350),
(33, 1125, 350),
(33, 1294, 350),
(33, 1031, 350),
(33, 1077, 350),
(33, 1337, 350),
(33, 1118, 350),
(33, 1355, 350),
(33, 1206, 350),
(33, 1228, 350),
(33, 1150, 350),
(33, 1219, 350),
(33, 1316, 350),
(33, 1236, 350),
(33, 1096, 350),
(33, 1267, 350),
(33, 1255, 350),
(33, 1075, 350),
(33, 1086, 350),
(33, 1259, 350),
(33, 1244, 350),
(33, 1129, 350),
(33, 1295, 350),
(33, 1024, 350),
(33, 1037, 350),
(33, 1177, 350),
(33, 1347, 350),
(33, 1308, 350),
(33, 1381, 350),
(33, 1204, 350),
(33, 1017, 350),
(33, 1242, 350),
(33, 1234, 350),
(33, 1026, 350),
(33, 1299, 350),
(33, 1356, 350),
(33, 1065, 350),
(33, 1223, 350),
(33, 1262, 350),
(33, 1344, 350),
(33, 1212, 350),
(33, 1102, 350),
(33, 1087, 350),
(33, 1110, 350),
(33, 1382, 350),
(33, 1286, 350),
(33, 1038, 350),
(33, 1238, 350),
(33, 1373, 350),
(33, 1149, 350),
(33, 1158, 350),
(33, 1100, 350),
(33, 1194, 350),
(33, 1188, 350),
(33, 1315, 350),
(33, 1081, 350),
(33, 1216, 350),
(33, 1131, 350),
(33, 1231, 350),
(34, 1365, 169),
(34, 1058, 169),
(34, 1092, 169),
(34, 1051, 169),
(34, 1165, 169),
(34, 1353, 169),
(34, 1143, 169),
(34, 1341, 169),
(34, 1231, 169),
(34, 1219, 169),
(34, 1383, 169),
(34, 1124, 169),
(34, 1351, 169),
(34, 1035, 169),
(34, 1378, 169),
(34, 1240, 169),
(34, 1237, 169),
(34, 1249, 169),
(34, 1059, 169),
(34, 1271, 169),
(34, 1028, 169),
(34, 1038, 169),
(34, 1329, 169),
(34, 1063, 169),
(34, 1326, 169),
(34, 1105, 169),
(34, 1182, 169),
(34, 1174, 169),
(34, 1230, 169),
(34, 1281, 169),
(34, 1216, 169),
(34, 1259, 169),
(34, 1289, 169),
(34, 1172, 169),
(34, 1204, 169),
(34, 1141, 169),
(34, 1151, 169),
(34, 1068, 169),
(34, 1279, 169),
(34, 1049, 169),
(34, 1203, 169),
(34, 1258, 169),
(34, 1340, 169),
(34, 1235, 169),
(34, 1061, 169),
(34, 1048, 169),
(34, 1244, 169),
(34, 1008, 169),
(34, 1335, 169),
(34, 1025, 169),
(34, 1088, 169),
(34, 1296, 169),
(34, 1283, 169),
(34, 1098, 169),
(34, 1206, 169),
(34, 1055, 169),
(34, 1318, 169),
(34, 1209, 169),
(34, 1019, 169),
(34, 1343, 169),
(34, 1357, 169),
(34, 1315, 169),
(34, 1166, 169),
(34, 1368, 169),
(34, 1284, 169),
(34, 1306, 169),
(34, 1189, 169),
(34, 1159, 169),
(34, 1046, 169),
(34, 1168, 169),
(34, 1250, 169),
(34, 1096, 169),
(34, 1358, 169),
(34, 1160, 169),
(34, 1131, 169),
